type,prefix,no,location,moonCycle,origin,artist,description,attributes__category,attributes__gender,no (new),name,gene,moonPhase,image,attributes__trait1,attributes__trait2,attributes__mobility,attributes__intelligence,attributes__ability,attributes__aura,attributes__spirit,attributes__generation
Character,MCCOB,103,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30103,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmRKmfDA792rAbsCmm7Vdocf4b9df7ZrbALhjSzZHu7d7K,Intuition,Faith,3,3,3,,,2
Character,MCCOB,104,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30104,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmbpUCPzjRn7L9ARMeddHGCQTZrwdBXKGxVimZrTC1Yc91,Intuition,Faith,5,4,3,,,2
Character,MCCOB,105,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30105,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmRJ6JmNg5VPrMgj3u91ahdUBbnKbC1mXdyjuCUyTYLcKu,Intuition,Faith,5,5,4,,,2
Character,MCCOB,106,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30106,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmXka1wjxtB8oZKXnaFtsDk7XGDxau5rHaXxJ7TwCPyrsK,Intuition,Faith,3,5,5,,,2
Character,MCCOB,107,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30107,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmdXKYzpMf3iqpjs28xheoBSDDN1Tj1LrU8wJb7HQ3VwKP,Intuition,Faith,4,4,5,,,2
Character,MCCOB,108,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30108,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmSqixmNDeSvbUdufLfm6SNhbokSwgru818EZYFTmeaJSH,Intuition,Faith,3,5,3,,,2
Character,MCCOB,109,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30109,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmdpdQRLwWHDomeERQwxNKneSgDhBMcyTWw98ADNPheoMy,Intuition,Faith,5,5,5,,,2
Character,MCCOB,110,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30110,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmNLfHvtQAKm5vdr321PviBYmCjDEiT5mUCB6M2Pp1P6gY,Intuition,Faith,4,3,5,,,2
Character,MCCOB,111,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30111,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/Qmar8tNGrbbUXmHbpk3NkdufnDvrsr5DCMbqqMiPn9p5b9,Intuition,Faith,5,3,3,,,2
Character,MCCOB,112,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30112,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmU8BGguraT4wNu6FuHbMNjHMFtjg7rL2tMyc1foPuAhfP,Intuition,Faith,4,4,3,,,2
Character,MCCOB,113,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30113,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmXjPnra6ZRsbJVPoxc785pJcKH8ro4kqpmYBVZPpwwr4V,Intuition,Faith,3,3,5,,,2
Character,MCCOB,114,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30114,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmVoHKHnhzfT6kmxhF5nkuvcqeVqXhbGwBGr4eonQrNTEd,Intuition,Faith,5,5,4,,,2
Character,MCCOB,115,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30115,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmaJzuoHkPZeMRTe4ANsXnhXNF2ZZazsBbd9sJYxBCPB5g,Intuition,Faith,5,3,4,,,2
Character,MCCOB,116,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30116,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmR4sW7Ee4f8FYALhmB7kktcH9N3g84MbS3vV9WKNjsRFi,Intuition,Faith,5,3,4,,,2
Character,MCCOB,117,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30117,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmYfjkJA6bC3mqYH62m8N4mUuazVzeqHtVqvbUwzLiTVTi,Intuition,Faith,4,3,4,,,2
Character,MCCOB,118,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30118,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/Qmas8uNbWs4FC7GqvTUrJTfdctdqSYZhERYQekjuPo9RyD,Intuition,Faith,5,3,4,,,2
Character,MCCOB,119,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30119,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/Qmbf7ZaAfLdtBngy31d8ndDqkv1A3yiCX1GeigjSmdi9mX,Intuition,Faith,3,4,4,,,2
Character,MCCOB,120,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30120,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmXZAnx9uiuQZKdzf3k86chPhjgh84DLmwZCZZWDq9PvFH,Intuition,Faith,5,5,5,,,2
Character,MCCOB,121,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30121,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmbifGVF7zw4qeZPXhHFTyYRnH58bbYPninZpqxV6yHmQm,Intuition,Faith,5,4,5,,,2
Character,MCCOB,122,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30122,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmYy89dCoNVer65dDjavWAoQg3zkr4EgXiiXEezqNaFv3w,Intuition,Faith,4,5,5,,,2
Character,MCCOB,123,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30123,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmWrGwZJEfZnYuSJL4DDC5pYi1UZM3jLvpJQuKMMTqKBwR,Intuition,Faith,3,4,5,,,2
Character,MCCOB,124,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30124,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmXCsHBJPAFhMYexLYvbZARUeD3s3bfEcNU9WeWSG8zDUm,Intuition,Faith,5,5,4,,,2
Character,MCCOB,125,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30125,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmZgLnjzuMrU1R93Wu9Sbnd5cSdcuRCi6LqBpqRvGQZ23x,Intuition,Faith,3,5,5,,,2
Character,MCCOB,126,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30126,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmcEko25RCBzr5C3MLDb1FvnhCRU4TnpeudPnhB893EvSD,Intuition,Faith,4,5,5,,,2
Character,MCCOB,127,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30127,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmZz6fVaEx1g7FbCFwihKvbNqK8Rt1hYSygHzCzNKXwBC1,Intuition,Faith,4,4,3,,,2
Character,MCCOB,128,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30128,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmRimnbVfhtKwFjBLRT1uKJryhMtM3oui3f1qZupEN98c9,Intuition,Faith,5,4,4,,,2
Character,MCCOB,129,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30129,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmXAd5dwXeXQpa8nYbGusvVdVuZvzaBpkhNP1GXhtbLrUT,Intuition,Faith,3,3,4,,,2
Character,MCCOB,130,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30130,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmWZMA7D6drYGzE7UbwyAfupy7EE5QojdWak4LXph8EPwU,Intuition,Faith,4,4,3,,,2
Character,MCCOB,131,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30131,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmbJ8YFQJtqRFsw4NkfpSsNnweg23iF9Ai5q3FXbqrTTir,Intuition,Faith,5,4,4,,,2
Character,MCCOB,132,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30132,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmcpaK9m6CUoHVaeXwgMt35BFHhb48VRtz8p3ebEzNUYJ8,Intuition,Faith,4,3,5,,,2
Character,MCCOB,133,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30133,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmRvKJG6ziSRxGpXpNSzpKPP5cPU1bd64ywdnBviU7vxsy,Intuition,Faith,3,5,3,,,2
Character,MCCOB,134,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30134,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmZVsj924Jnn23R9fxax5RX4pr4JpMgnAVpQ6RmvZbfC3K,Intuition,Faith,3,4,3,,,2
Character,MCCOB,135,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30135,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmWX5neFCnnTnn2fXUU6tgy9mTPts8o8xqmrF7qqEGvamQ,Intuition,Faith,5,5,5,,,2
Character,MCCOB,136,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30136,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/Qmb1L5Bak841zsPuawKcVrbZQ3Sws2ztgxmwdhBoxH2fHv,Intuition,Faith,3,3,4,,,2
Character,MCCOB,137,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30137,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmX1vnfhqw78ZnRqGXifmnFjkuUwY65T7pFVR41isxYxco,Intuition,Faith,4,5,5,,,2
Character,MCCOB,138,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30138,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmeTDjg7PfzRmJnzSMYsmKQUXcXWgZ7UhnkT8PGDHqeV7X,Intuition,Faith,3,3,3,,,2
Character,MCCOB,139,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30139,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmXBiHMJWFpfdoFjEwAQXjwvENZ4vfEM9ceyXFfPHChLq7,Intuition,Faith,5,3,5,,,2
Character,MCCOB,140,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30140,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmWFQVEGPh4qeM25Vr29Lw4wbcR5YTjiXuKq93SzjXJtmv,Intuition,Faith,3,4,3,,,2
Character,MCCOB,141,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30141,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmapQ9euRAihfgPfBt9JriZnmYncr9UsYnXG6rhviFLtNv,Intuition,Faith,3,4,4,,,2
Character,MCCOB,142,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30142,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/Qmb6f8ML4xVqPktXJEjgf5FJV7yS69ab65FRs738MXJDr5,Intuition,Faith,4,4,3,,,2
Character,MCCOB,143,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30143,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/Qmdm9TWnnGhxwJ2VcFNPEfCF7vp6roTroT2hQ4gvriGFUN,Intuition,Faith,3,4,5,,,2
Character,MCCOB,144,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30144,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmZouuBcVXUbidPAnxMeWJugWnS8G56jrCa5ZHXqT9WbrD,Intuition,Faith,4,4,3,,,2
Character,MCCOB,145,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30145,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmWGQ2TvqHfXsd47LmtTsXdejG93jianS8CaX2RHq5527U,Intuition,Faith,4,5,3,,,2
Character,MCCOB,146,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30146,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmU3Ni95W8EHfazibXvgzvEzucj6WeBSd5hTJWXW2WwJZY,Intuition,Faith,3,3,3,,,2
Character,MCCOB,147,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30147,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmV8aa8WLRo2gB5E3uc9xx93QijGtusYRYQEgJJegT2Rp1,Intuition,Faith,4,5,3,,,2
Character,MCCOB,148,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30148,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmbpirAJ4WnWCPLySCJsMFYm2jELCd33KR3Q4hUG3W4QkD,Intuition,Faith,4,4,3,,,2
Character,MCCOB,149,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30149,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmNa2hFXXxYMqVJ7eTszfqqUkdPSTeZT4NkF3w1aieftVy,Intuition,Faith,5,4,4,,,2
Character,MCCOB,150,Moon,1,Dark Side,GIN,"Cobie has proven that even through the driest and widest of moon terrains, it will make it, thanks to its trust in the universe, who it is always working in cahoots with. This camel is in a constant state of cahoot-iverse.",Moon Creature,Female,30150,Cobie,Camel,Waxing Crescent,https://ttm.mypinata.cloud/ipfs/QmaJ8hRWciVXUhR4WxyFY3oHqfLmLPsFXEdWdFsvueBeRJ,Intuition,Faith,3,5,5,,,2
Character,MCCOC,1,Moon,1,Dark Side,GIN,"Together with the universe, Cobie has managed to make it through the longest droughts the moon has ever seen. This camel has never doubted the path it's on because it knows if it practices complete acceptance, it’ll always lead to where it needs to be- and most of the time that happens to be near a generous supply of fresh water!",Moon Creature,Male,31001,Cobie,Camel,First Quarter,https://ipfs.tothemoon.net/ipfs/QmPtdikHoAhfoZx7oVPfSwmWb4YHsZP4or4ktu8mHnSK6Y,Intuition,Faith,5,7,6,,,3
Character,MCCOC,2,Moon,1,Dark Side,GIN,"Together with the universe, Cobie has managed to make it through the longest droughts the moon has ever seen. This camel has never doubted the path it's on because it knows if it practices complete acceptance, it’ll always lead to where it needs to be- and most of the time that happens to be near a generous supply of fresh water!",Moon Creature,Male,31002,Cobie,Camel,First Quarter,https://ipfs.tothemoon.net/ipfs/QmVf7hEochJbd87wizXaqzKgdaKmAhbZgjQMGVu7Cv1ndR,Intuition,Faith,5,7,6,,,3
Character,MCCOC,3,Moon,1,Dark Side,GIN,"Together with the universe, Cobie has managed to make it through the longest droughts the moon has ever seen. This camel has never doubted the path it's on because it knows if it practices complete acceptance, it’ll always lead to where it needs to be- and most of the time that happens to be near a generous supply of fresh water!",Moon Creature,Male,31003,Cobie,Camel,First Quarter,https://ipfs.tothemoon.net/ipfs/QmfQwQBugSZAU958q9zJApCyBqSQW6f916ihTmz5hZ2bFH,Intuition,Faith,5,6,6,,,3
Character,MCCOC,4,Moon,1,Dark Side,GIN,"Together with the universe, Cobie has managed to make it through the longest droughts the moon has ever seen. This camel has never doubted the path it's on because it knows if it practices complete acceptance, it’ll always lead to where it needs to be- and most of the time that happens to be near a generous supply of fresh water!",Moon Creature,Male,31004,Cobie,Camel,First Quarter,https://ipfs.tothemoon.net/ipfs/QmYF9m1QEWvkftFm19wyq32G2TCczDHuRtxCFfy6vppGQZ,Intuition,Faith,5,5,6,,,3
Character,MCCOC,5,Moon,1,Dark Side,GIN,"Together with the universe, Cobie has managed to make it through the longest droughts the moon has ever seen. This camel has never doubted the path it's on because it knows if it practices complete acceptance, it’ll always lead to where it needs to be- and most of the time that happens to be near a generous supply of fresh water!",Moon Creature,Male,31005,Cobie,Camel,First Quarter,https://ipfs.tothemoon.net/ipfs/QmPdsy2Gp4XR2qXw7LQUnkHYo4rkNXnw1PuWXtaXgkaxS1,Intuition,Faith,7,5,5,,,3
Character,MCCOC,6,Moon,1,Dark Side,GIN,"Together with the universe, Cobie has managed to make it through the longest droughts the moon has ever seen. This camel has never doubted the path it's on because it knows if it practices complete acceptance, it’ll always lead to where it needs to be- and most of the time that happens to be near a generous supply of fresh water!",Moon Creature,Male,31006,Cobie,Camel,First Quarter,https://ipfs.tothemoon.net/ipfs/QmPczSAdTLeb7A9ivFw2kj2fbPvum3YuFbHBjMqddmqHWQ,Intuition,Faith,5,6,5,,,3
Character,MCCOC,7,Moon,1,Dark Side,GIN,"Together with the universe, Cobie has managed to make it through the longest droughts the moon has ever seen. This camel has never doubted the path it's on because it knows if it practices complete acceptance, it’ll always lead to where it needs to be- and most of the time that happens to be near a generous supply of fresh water!",Moon Creature,Male,31007,Cobie,Camel,First Quarter,https://ipfs.tothemoon.net/ipfs/QmYTR5xarDBGy5YUckogrRm3yUdw1oNBuJXWUCiFAVDmzo,Intuition,Faith,6,5,5,,,3
Character,MCCOC,8,Moon,1,Dark Side,GIN,"Together with the universe, Cobie has managed to make it through the longest droughts the moon has ever seen. This camel has never doubted the path it's on because it knows if it practices complete acceptance, it’ll always lead to where it needs to be- and most of the time that happens to be near a generous supply of fresh water!",Moon Creature,Male,31008,Cobie,Camel,First Quarter,https://ipfs.tothemoon.net/ipfs/QmeKvVwZt2jALd24Hkjyq47QknbjEhK99kSZrfWqpuYMLW,Intuition,Faith,5,6,7,,,3
Character,MCCOC,9,Moon,1,Dark Side,GIN,"Together with the universe, Cobie has managed to make it through the longest droughts the moon has ever seen. This camel has never doubted the path it's on because it knows if it practices complete acceptance, it’ll always lead to where it needs to be- and most of the time that happens to be near a generous supply of fresh water!",Moon Creature,Male,31009,Cobie,Camel,First Quarter,https://ipfs.tothemoon.net/ipfs/QmdBi4wRtwxRJ8a4tbAb37nWsqTq4934GPimE6Sg8xZBa8,Intuition,Faith,7,5,5,,,3
Character,MCCOC,10,Moon,1,Dark Side,GIN,"Together with the universe, Cobie has managed to make it through the longest droughts the moon has ever seen. This camel has never doubted the path it's on because it knows if it practices complete acceptance, it’ll always lead to where it needs to be- and most of the time that happens to be near a generous supply of fresh water!",Moon Creature,Male,31010,Cobie,Camel,First Quarter,https://ipfs.tothemoon.net/ipfs/QmRaEsRrsracXbtCStzd8gerTu951Y9rxhDqEJwcDd3QxD,Intuition,Faith,5,7,5,,,3
Character,MCCOC,11,Moon,1,Dark Side,GIN,"Together with the universe, Cobie has managed to make it through the longest droughts the moon has ever seen. This camel has never doubted the path it's on because it knows if it practices complete acceptance, it’ll always lead to where it needs to be- and most of the time that happens to be near a generous supply of fresh water!",Moon Creature,Male,31011,Cobie,Camel,First Quarter,https://ipfs.tothemoon.net/ipfs/QmPEcjToq8vARAo9HwYbyJYmvkpJwKdeq6UCGVEFzUoHSk,Intuition,Faith,6,5,6,,,3
Character,MCCOC,12,Moon,1,Dark Side,GIN,"Together with the universe, Cobie has managed to make it through the longest droughts the moon has ever seen. This camel has never doubted the path it's on because it knows if it practices complete acceptance, it’ll always lead to where it needs to be- and most of the time that happens to be near a generous supply of fresh water!",Moon Creature,Male,31012,Cobie,Camel,First Quarter,https://ipfs.tothemoon.net/ipfs/QmfVoEJRa4Ddu2DGUwPLwJXyo3hjyDWB8ydZtNit3f9VdJ,Intuition,Faith,7,6,6,,,3
Character,MCCOC,13,Moon,1,Dark Side,GIN,"Together with the universe, Cobie has managed to make it through the longest droughts the moon has ever seen. This camel has never doubted the path it's on because it knows if it practices complete acceptance, it’ll always lead to where it needs to be- and most of the time that happens to be near a generous supply of fresh water!",Moon Creature,Male,31013,Cobie,Camel,First Quarter,https://ipfs.tothemoon.net/ipfs/QmVRJUSK48nkWke4ZiidRsSYjCmJySR9FLuLT5KuQPuCTT,Intuition,Faith,6,5,7,,,3
Character,MCCOC,14,Moon,1,Dark Side,GIN,"Together with the universe, Cobie has managed to make it through the longest droughts the moon has ever seen. This camel has never doubted the path it's on because it knows if it practices complete acceptance, it’ll always lead to where it needs to be- and most of the time that happens to be near a generous supply of fresh water!",Moon Creature,Male,31014,Cobie,Camel,First Quarter,https://ipfs.tothemoon.net/ipfs/QmWbvDsZawSQhgasAfdxbN6ukBajm1p19HNYMEJ9W3sA3w,Intuition,Faith,5,7,7,,,3
