type,location,moonCycle,origin,artist,attributes__category,description,prefix,no,no (new),name,moonPhase,image,attributes__gender,attributes__explore,attributes__research,attributes__community,attributes__trait1,attributes__trait2,attributes__trait3,attributes__trait4,attributes__trait5,attributes__trait6
Character,Moon,1,Comet,GIN,Moon Duo,"Smarts and practicality mean so much more when combined with ease and a deep knowing that all is happening for you, not to you. That's what makes this team so remarkable.",CDJL,7,,JAX x Lennox,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmQPYaZsgoYQeDC1UjTRaLRXk8EjT1cVAYP3Ec7REue9Uk,Male Male,16,16,16,Gratitude,Luck,Clever,Charisma,Calm,Logic
Character,Moon,1,Comet,GIN,Moon Duo,"Smarts and practicality mean so much more when combined with ease and a deep knowing that all is happening for you, not to you. That's what makes this team so remarkable.",CDJL,8,,JAX x Lennox,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmSWC1ZEqULSXU13bmeoW3DZrdRj8YE37F5hk8nDta2UxS,Male Male,16,16,16,Gratitude,Luck,Clever,Charisma,Calm,Logic
Character,Moon,1,Comet,GIN,Moon Duo,"Smarts and practicality mean so much more when combined with ease and a deep knowing that all is happening for you, not to you. That's what makes this team so remarkable.",CDJL,9,,JAX x Lennox,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmXJckxyYyT1Djgms2aQXHy8dXsCDzEfTjX7tjQ7tpQ7kk,Male Male,16,16,16,Gratitude,Luck,Clever,Charisma,Calm,Logic
Character,Moon,1,Comet,GIN,Moon Duo,"Smarts and practicality mean so much more when combined with ease and a deep knowing that all is happening for you, not to you. That's what makes this team so remarkable.",CDJL,10,,JAX x Lennox,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/Qmb34LUjjR6rEFVuCAdXknfHmPxgT5H3kTwAjZHnnTYCkf,Male Male,16,16,16,Gratitude,Luck,Clever,Charisma,Calm,Logic
Character,Moon,1,Comet,GIN,Moon Duo,"Fearlessness to Infinity! With a sense of wonder and quickness these two could take over the moon if they wanted to. Good thing they don't, they just want to explore every bit of it.",CDPD,1,,PXL x Daxton,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmVEtZVhQUQL1R7vhnrrqaBYfthDxdvhrwJP8Z46u4eWoF,Female Male,16,16,16,Courage,Faith,Adaptability,Humor,Curiosity,Luck
Character,Moon,1,Comet,GIN,Moon Duo,"Fearlessness to Infinity! With a sense of wonder and quickness these two could take over the moon if they wanted to. Good thing they don't, they just want to explore every bit of it.",CDPD,2,,PXL x Daxton,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmQNTRunyubEZA6tmDvxncZXzhpwxMXv4HxBAutPAkWGdz,Female Male,16,16,16,Courage,Faith,Adaptability,Humor,Curiosity,Luck
Character,Moon,1,Comet,GIN,Moon Duo,"Fearlessness to Infinity! With a sense of wonder and quickness these two could take over the moon if they wanted to. Good thing they don't, they just want to explore every bit of it.",CDPD,3,,PXL x Daxton,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmQTEKhEVsnrqxmUsgF5UXG5kcsqyfDWSumwKpWcVYFLcQ,Female Male,16,16,16,Courage,Faith,Adaptability,Humor,Curiosity,Luck
Character,Moon,1,Comet,GIN,Moon Duo,"Fearlessness to Infinity! With a sense of wonder and quickness these two could take over the moon if they wanted to. Good thing they don't, they just want to explore every bit of it.",CDPD,4,,PXL x Daxton,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmSh9qKmnpQatyjsekhmvV4vwBgK31r2jgLPA6AQRvT3EJ,Female Male,16,16,16,Courage,Faith,Adaptability,Humor,Curiosity,Luck
Character,Moon,1,Comet,GIN,Moon Duo,"Fearlessness to Infinity! With a sense of wonder and quickness these two could take over the moon if they wanted to. Good thing they don't, they just want to explore every bit of it.",CDPD,5,,PXL x Daxton,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmU9zc5QJbUZDZE8u9nUBApRnSBq1KBK7C3krYTqY8a54V,Female Male,16,16,16,Courage,Faith,Adaptability,Humor,Curiosity,Luck
Character,Moon,1,Comet,GIN,Moon Duo,"Fearlessness to Infinity! With a sense of wonder and quickness these two could take over the moon if they wanted to. Good thing they don't, they just want to explore every bit of it.",CDPD,6,,PXL x Daxton,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmNsZfMkMLSQ6SSnFN3fdCtJeKj5Cs7iZdr9ueqrtji65d,Female Male,16,16,16,Courage,Faith,Adaptability,Humor,Curiosity,Luck
Character,Moon,1,Comet,GIN,Moon Duo,"Fearlessness to Infinity! With a sense of wonder and quickness these two could take over the moon if they wanted to. Good thing they don't, they just want to explore every bit of it.",CDPD,7,,PXL x Daxton,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmYg5bGvA9UWPS2gXf39LbZAKNdY8AYEhZWnGMZnf1K2Vs,Female Male,16,16,16,Courage,Faith,Adaptability,Humor,Curiosity,Luck
Character,Moon,1,Comet,GIN,Moon Duo,"Fearlessness to Infinity! With a sense of wonder and quickness these two could take over the moon if they wanted to. Good thing they don't, they just want to explore every bit of it.",CDPD,8,,PXL x Daxton,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmRkMYBxvBtxeHYo189qJK1AS9pu1MJHSzfeijpS29GTwJ,Female Male,16,16,16,Courage,Faith,Adaptability,Humor,Curiosity,Luck
Character,Moon,1,Comet,GIN,Moon Duo,"Fearlessness to Infinity! With a sense of wonder and quickness these two could take over the moon if they wanted to. Good thing they don't, they just want to explore every bit of it.",CDPD,9,,PXL x Daxton,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmWAnwXfwnc38aYrcusTXKrMAekHxErRfUuZzEZgRzXY9u,Female Male,16,16,16,Courage,Faith,Adaptability,Humor,Curiosity,Luck
Character,Moon,1,Comet,GIN,Moon Duo,"Fearlessness to Infinity! With a sense of wonder and quickness these two could take over the moon if they wanted to. Good thing they don't, they just want to explore every bit of it.",CDPD,10,,PXL x Daxton,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmQfNuav1j41xA54YzGio9WUBBk5MJHQ5NSvCkRkPqXaRY,Female Male,16,16,16,Courage,Faith,Adaptability,Humor,Curiosity,Luck
Character,Moon,1,Comet,GIN,Moon Duo,Balance is everything. This team is a mix of a firecracker and slow-burning candle as they approach every situation with a gentle charisma.,CDBR,1,,Boaz x Roz,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmV1VfsAhwRrTRRFE7cKQSTb3p9cY6URy3jjrzPxuB3KQg,Male Female,10,10,10,Humility,Calm,Wit,Charm,,
Character,Moon,1,Comet,GIN,Moon Duo,Balance is everything. This team is a mix of a firecracker and slow-burning candle as they approach every situation with a gentle charisma.,CDBR,2,,Boaz x Roz,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmVRWgX796XXjvzit6tHkbQNFf2isUvUVQnRGQ7jScNbVp,Male Female,10,10,10,Humility,Calm,Wit,Charm,,
Character,Moon,1,Comet,GIN,Moon Duo,Balance is everything. This team is a mix of a firecracker and slow-burning candle as they approach every situation with a gentle charisma.,CDBR,3,,Boaz x Roz,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmaDnpwqoA5t2CyuyP4ZcaxEgrWDVMWVmGe8iVnN94zEZb,Male Female,10,10,10,Humility,Calm,Wit,Charm,,
Character,Moon,1,Comet,GIN,Moon Duo,Balance is everything. This team is a mix of a firecracker and slow-burning candle as they approach every situation with a gentle charisma.,CDBR,4,,Boaz x Roz,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmNT7KVpdxGYfwFGgug5hfY2Vpq7dGSQm8JGSxL6A7V9PJ,Male Female,10,10,10,Humility,Calm,Wit,Charm,,
Character,Moon,1,Comet,GIN,Moon Duo,Balance is everything. This team is a mix of a firecracker and slow-burning candle as they approach every situation with a gentle charisma.,CDBR,5,,Boaz x Roz,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmV931orMqeiAqh7thCByVc1VV7Ke8fLjGmPNzmWcYh4nd,Male Female,10,10,10,Humility,Calm,Wit,Charm,,
Character,Moon,1,Comet,GIN,Moon Duo,Balance is everything. This team is a mix of a firecracker and slow-burning candle as they approach every situation with a gentle charisma.,CDBR,6,,Boaz x Roz,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/Qmab574ZSgSZsA8GHhzXurgVWPYiSL89eQx8xr92VGJ55C,Male Female,10,10,10,Humility,Calm,Wit,Charm,,
Character,Moon,1,Comet,GIN,Moon Duo,Balance is everything. This team is a mix of a firecracker and slow-burning candle as they approach every situation with a gentle charisma.,CDBR,7,,Boaz x Roz,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmZTUZjWVgJpJYfTwX2Bd2JmdM5ubAcQQFHBSx1su5qTAk,Male Female,10,10,10,Humility,Calm,Wit,Charm,,
Character,Moon,1,Comet,GIN,Moon Duo,Balance is everything. This team is a mix of a firecracker and slow-burning candle as they approach every situation with a gentle charisma.,CDBR,8,,Boaz x Roz,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmckcERWSeYoUhoyQvSjPchsiGnJL8ENMnf7G7X9gqChc5,Male Female,10,10,10,Humility,Calm,Wit,Charm,,
Character,Moon,1,Comet,GIN,Moon Duo,Balance is everything. This team is a mix of a firecracker and slow-burning candle as they approach every situation with a gentle charisma.,CDBR,9,,Boaz x Roz,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmZHHL42XH4GSmPKRm1975gsDUSVcDmy4wetu1kBmnqfwQ,Male Female,10,10,10,Humility,Calm,Wit,Charm,,
Character,Moon,1,Comet,GIN,Moon Duo,Balance is everything. This team is a mix of a firecracker and slow-burning candle as they approach every situation with a gentle charisma.,CDBR,10,,Boaz x Roz,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmX5HTJfqb8so437c6uFXk6ZLSyPoGCJG3VUEXARreTjk5,Male Female,10,10,10,Humility,Calm,Wit,Charm,,
Character,Moon,1,Comet,GIN,Moon Duo,"Of course they'll be sure of themselves, they have some serious smarts and jokes on their side. This team's creativity and quickness are not to be underestimated.",CDDF,1,,Drucie x Fender,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmNgK45MpaMRkfq1YomMmbMD5bHr5hePYH14THLJzQGqi4,Female Male,10,10,10,Confidence,Imagination,Humor,Wit,,
Character,Moon,1,Comet,GIN,Moon Duo,"Of course they'll be sure of themselves, they have some serious smarts and jokes on their side. This team's creativity and quickness are not to be underestimated.",CDDF,2,,Drucie x Fender,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmUSxceCB66XsxJ1T4TAp2wyYU6rvfTZoacUVTnRT6BKhq,Female Male,10,10,10,Confidence,Imagination,Humor,Wit,,
Character,Moon,1,Comet,GIN,Moon Duo,"Of course they'll be sure of themselves, they have some serious smarts and jokes on their side. This team's creativity and quickness are not to be underestimated.",CDDF,3,,Drucie x Fender,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmNrCu4xV7ZRCqADXBjpKG7CQTTezZNtXfZt9N2hnowDdu,Female Male,10,10,10,Confidence,Imagination,Humor,Wit,,
Character,Moon,1,Comet,GIN,Moon Duo,"Of course they'll be sure of themselves, they have some serious smarts and jokes on their side. This team's creativity and quickness are not to be underestimated.",CDDF,4,,Drucie x Fender,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmWSm8Vu7de2LfGHn5koC2BpfsjvL9yTxSwRmLeFvXPpRy,Female Male,10,10,10,Confidence,Imagination,Humor,Wit,,
Character,Moon,1,Comet,GIN,Moon Duo,"Of course they'll be sure of themselves, they have some serious smarts and jokes on their side. This team's creativity and quickness are not to be underestimated.",CDDF,5,,Drucie x Fender,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmTajY1s6vHiDMAfNDu28UvmxGpHJm6X9iNXr1hmGqEKAu,Female Male,10,10,10,Confidence,Imagination,Humor,Wit,,
Character,Moon,1,Comet,GIN,Moon Duo,"Of course they'll be sure of themselves, they have some serious smarts and jokes on their side. This team's creativity and quickness are not to be underestimated.",CDDF,6,,Drucie x Fender,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmZmwFcMKbZp3TAZ4x9JbVPNjo13PpmdE9U8RpUxFDsdsy,Female Male,10,10,10,Confidence,Imagination,Humor,Wit,,
Character,Moon,1,Comet,GIN,Moon Duo,"Of course they'll be sure of themselves, they have some serious smarts and jokes on their side. This team's creativity and quickness are not to be underestimated.",CDDF,7,,Drucie x Fender,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmPRQn41okwan5Tzynru3Yi4kwvs5jZ7kWQLNmXgPYwTid,Female Male,10,10,10,Confidence,Imagination,Humor,Wit,,
Character,Moon,1,Comet,GIN,Moon Duo,"Of course they'll be sure of themselves, they have some serious smarts and jokes on their side. This team's creativity and quickness are not to be underestimated.",CDDF,8,,Drucie x Fender,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmdUURpRzeQ3gcUVhC2MAd8zg5PPrGoWNoN9ZE9rpLhsA4,Female Male,10,10,10,Confidence,Imagination,Humor,Wit,,
Character,Moon,1,Comet,GIN,Moon Duo,"Of course they'll be sure of themselves, they have some serious smarts and jokes on their side. This team's creativity and quickness are not to be underestimated.",CDDF,9,,Drucie x Fender,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmYzFHhoYWECQZKgvKJJHyNV4qBkNyP4LkmK6p5FkcguTv,Female Male,10,10,10,Confidence,Imagination,Humor,Wit,,
Character,Moon,1,Comet,GIN,Moon Duo,"Of course they'll be sure of themselves, they have some serious smarts and jokes on their side. This team's creativity and quickness are not to be underestimated.",CDDF,10,,Drucie x Fender,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/Qmb7afEQTg1ohnQ8kCBVyz6SZuEfLAcU3rQDDyCUq175h5,Female Male,10,10,10,Confidence,Imagination,Humor,Wit,,
Character,Moon,1,Comet,GIN,Moon Duo,"With a unique approach and peppy energy, this team offers an authentic, one-of- a-kind perspective that can't be mimicked.",CDDZ,1,,Django x Zandra,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmcKPfzsFyKPHYh31a9ZuWmbQsWjabBUkDiDhdkYzZuyKh,Male Female,10,10,10,Clever,Imagination,Conscientiousness,Enthusiasm,,
Character,Moon,1,Comet,GIN,Moon Duo,"With a unique approach and peppy energy, this team offers an authentic, one-of- a-kind perspective that can't be mimicked.",CDDZ,2,,Django x Zandra,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmRtmVKcT4bum5ukLLhLju4NVNNsC9GPdfDpAobLUNVV2g,Male Female,10,10,10,Clever,Imagination,Conscientiousness,Enthusiasm,,
Character,Moon,1,Comet,GIN,Moon Duo,"With a unique approach and peppy energy, this team offers an authentic, one-of- a-kind perspective that can't be mimicked.",CDDZ,3,,Django x Zandra,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmNeZcsc5WwZhbZsWMz65iKZvpR48H89VQKjPKzAaBdqnd,Male Female,10,10,10,Clever,Imagination,Conscientiousness,Enthusiasm,,
Character,Moon,1,Comet,GIN,Moon Duo,"With a unique approach and peppy energy, this team offers an authentic, one-of- a-kind perspective that can't be mimicked.",CDDZ,4,,Django x Zandra,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/Qmda5jLE5yDY72mY8pjAgBwDAKNMrXTD9WpKyrfkacMRPM,Male Female,10,10,10,Clever,Imagination,Conscientiousness,Enthusiasm,,
Character,Moon,1,Comet,GIN,Moon Duo,"With a unique approach and peppy energy, this team offers an authentic, one-of- a-kind perspective that can't be mimicked.",CDDZ,5,,Django x Zandra,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmQimRA6mtXQC39XH7kVKLfXfKdj7FrvGtp46NsFtKZkuW,Male Female,10,10,10,Clever,Imagination,Conscientiousness,Enthusiasm,,
Character,Moon,1,Comet,GIN,Moon Duo,"With a unique approach and peppy energy, this team offers an authentic, one-of- a-kind perspective that can't be mimicked.",CDDZ,6,,Django x Zandra,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmbLCf1KXPiq1v9C77zrzcq5F1vut6VxexUTuBgEj6bCMJ,Male Female,10,10,10,Clever,Imagination,Conscientiousness,Enthusiasm,,
Character,Moon,1,Comet,GIN,Moon Duo,"With a unique approach and peppy energy, this team offers an authentic, one-of- a-kind perspective that can't be mimicked.",CDDZ,7,,Django x Zandra,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmU9vM6GUNQPgE9xyFRVWRtwNC7WC5YeUewGJGCU3Er6Bf,Male Female,10,10,10,Clever,Imagination,Conscientiousness,Enthusiasm,,
Character,Moon,1,Comet,GIN,Moon Duo,"With a unique approach and peppy energy, this team offers an authentic, one-of- a-kind perspective that can't be mimicked.",CDDZ,8,,Django x Zandra,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmRLMKaTFF1Ma3keQpDg9EnvbxTFXi1T2XZATkizQyn3hm,Male Female,10,10,10,Clever,Imagination,Conscientiousness,Enthusiasm,,
Character,Moon,1,Comet,GIN,Moon Duo,"With a unique approach and peppy energy, this team offers an authentic, one-of- a-kind perspective that can't be mimicked.",CDDZ,9,,Django x Zandra,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmeyCWWRTfQWwQmLaYGCMpaFiB5wM61wNsKNgJ9JdUwK3Q,Male Female,10,10,10,Clever,Imagination,Conscientiousness,Enthusiasm,,
Character,Moon,1,Comet,GIN,Moon Duo,"With a unique approach and peppy energy, this team offers an authentic, one-of- a-kind perspective that can't be mimicked.",CDDZ,10,,Django x Zandra,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmdHqZDY2E7mKs3eYYt2J2iEpUTUABsEnieHYRTYyLBkVE,Male Female,10,10,10,Clever,Imagination,Conscientiousness,Enthusiasm,,
Character,Moon,1,Comet,GIN,Moon Duo,This duo is as practical and down-to-earth as anyone on the moon can be. Their mix of knowledge and compassion makes them an unforgettable combo that can accomplish anything.,CDFW,1,,Fortuna x Wai,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmYeAVE44j2twKv1Qyshp3KJj5dvLf17miD88bbmiYRHSX,Female Male,10,10,10,Respect,Humility,Wisdom,Skillful,,
Character,Moon,1,Comet,GIN,Moon Duo,This duo is as practical and down-to-earth as anyone on the moon can be. Their mix of knowledge and compassion makes them an unforgettable combo that can accomplish anything.,CDFW,2,,Fortuna x Wai,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmZS4Z8Ye7p6i1kCpg9oCY5mdAPWgvHhUERYkNQg1tG6NT,Female Male,10,10,10,Respect,Humility,Wisdom,Skillful,,
Character,Moon,1,Comet,GIN,Moon Duo,This duo is as practical and down-to-earth as anyone on the moon can be. Their mix of knowledge and compassion makes them an unforgettable combo that can accomplish anything.,CDFW,3,,Fortuna x Wai,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmWtbJhTQid2Wn225YQUdBCh5oaD2qiCoc3etj4oYGNLgf,Female Male,10,10,10,Respect,Humility,Wisdom,Skillful,,
Character,Moon,1,Comet,GIN,Moon Duo,This duo is as practical and down-to-earth as anyone on the moon can be. Their mix of knowledge and compassion makes them an unforgettable combo that can accomplish anything.,CDFW,4,,Fortuna x Wai,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmXmfX1vvZxU7c6KyyXKyDg6g7NA8B3vDa3QyyAweL8pmq,Female Male,10,10,10,Respect,Humility,Wisdom,Skillful,,
Character,Moon,1,Comet,GIN,Moon Duo,This duo is as practical and down-to-earth as anyone on the moon can be. Their mix of knowledge and compassion makes them an unforgettable combo that can accomplish anything.,CDFW,5,,Fortuna x Wai,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmSTucX8NeJmCFKX8wzQYZUjn6yWrM2B7zzkh3Cf1qt41C,Female Male,10,10,10,Respect,Humility,Wisdom,Skillful,,
Character,Moon,1,Comet,GIN,Moon Duo,This duo is as practical and down-to-earth as anyone on the moon can be. Their mix of knowledge and compassion makes them an unforgettable combo that can accomplish anything.,CDFW,6,,Fortuna x Wai,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmNU9jCNCnYYj9XV7ogfQFcTYKbkfcamN3DnJFtYymcgzx,Female Male,10,10,10,Respect,Humility,Wisdom,Skillful,,
Character,Moon,1,Comet,GIN,Moon Duo,This duo is as practical and down-to-earth as anyone on the moon can be. Their mix of knowledge and compassion makes them an unforgettable combo that can accomplish anything.,CDFW,7,,Fortuna x Wai,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmSs8UjX1N8ZehW9BRMmtVdpdJrxFMe51PDzX9pqpR3Ztm,Female Male,10,10,10,Respect,Humility,Wisdom,Skillful,,
Character,Moon,1,Comet,GIN,Moon Duo,This duo is as practical and down-to-earth as anyone on the moon can be. Their mix of knowledge and compassion makes them an unforgettable combo that can accomplish anything.,CDFW,8,,Fortuna x Wai,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmWyipCnmsB8x46j4FQUVuCo9m3cyJyG4eDwEKkohgTrj1,Female Male,10,10,10,Respect,Humility,Wisdom,Skillful,,
Character,Moon,1,Comet,GIN,Moon Duo,This duo is as practical and down-to-earth as anyone on the moon can be. Their mix of knowledge and compassion makes them an unforgettable combo that can accomplish anything.,CDFW,9,,Fortuna x Wai,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmZTwdRiVSTrQa2Cd93LnK5Gdv9CaCRXjuZ2HEyzWtCsXr,Female Male,10,10,10,Respect,Humility,Wisdom,Skillful,,
Character,Moon,1,Comet,GIN,Moon Duo,This duo is as practical and down-to-earth as anyone on the moon can be. Their mix of knowledge and compassion makes them an unforgettable combo that can accomplish anything.,CDFW,10,,Fortuna x Wai,Comet Drop 1,https://ipfs.tothemoon.net/ipfs/QmRt3TetpoEX4FpYznYx5oz6u4MJGyDVohxw3FUZq72VaN,Female Male,10,10,10,Respect,Humility,Wisdom,Skillful,,
Character,Moon,1,Comet,GIN,Moon Duo,What do you get when you mix a chicken who won’t quit and a baby ready to build the most unlikely vision into a reality? This epic team. There’s no stopping these two with their one of a kind skill set.,CDBC,1,,BLOK x Chalkly,Comet Drop 2,https://ipfs.tothemoon.net/ipfs/QmbPjr66LKvCq4bnZsxHVBVnr6SiG3RXf34TYoKQyHPSv3,Male Male,22,22,22,Extraterrestrial,,,,,
Character,Moon,1,Comet,GIN,Moon Duo,What do you get when you mix a chicken who won’t quit and a baby ready to build the most unlikely vision into a reality? This epic team. There’s no stopping these two with their one of a kind skill set.,CDBC,2,,BLOK x Chalkly,Comet Drop 2,https://ipfs.tothemoon.net/ipfs/QmdAgSyjtGY4dXfzYn3Uc4ccENCyw4GjtgxNmenu3Q7QEY,Male Male,22,22,22,Extraterrestrial,,,,,
Character,Moon,1,Comet,GIN,Moon Duo,What do you get when you mix a chicken who won’t quit and a baby ready to build the most unlikely vision into a reality? This epic team. There’s no stopping these two with their one of a kind skill set.,CDBC,3,,BLOK x Chalkly,Comet Drop 2,https://ipfs.tothemoon.net/ipfs/QmfZUYxLHmraEwrA2WAPtGVCgc2QCR4rAjziUmpiVH5tci,Male Male,22,22,22,Extraterrestrial,,,,,
Character,Moon,1,Comet,GIN,Moon Duo,What do you get when you mix a chicken who won’t quit and a baby ready to build the most unlikely vision into a reality? This epic team. There’s no stopping these two with their one of a kind skill set.,CDBC,4,,BLOK x Chalkly,Comet Drop 2,https://ipfs.tothemoon.net/ipfs/QmRmtrUQ3Bpv6KkEBAfMLNzYpp7JUS3XyJydHoy4D5zzpR,Male Male,22,22,22,Extraterrestrial,,,,,
Character,Moon,1,Comet,GIN,Moon Duo,What do you get when you mix a chicken who won’t quit and a baby ready to build the most unlikely vision into a reality? This epic team. There’s no stopping these two with their one of a kind skill set.,CDBC,5,,BLOK x Chalkly,Comet Drop 2,https://ipfs.tothemoon.net/ipfs/QmSfrPUhND5p774MpegJL2SUGkbp8ZMygjE5CPRHyaoKPR,Male Male,22,22,22,Extraterrestrial,,,,,
Character,Moon,1,Comet,GIN,Moon Duo,What do you get when you mix a chicken who won’t quit and a baby ready to build the most unlikely vision into a reality? This epic team. There’s no stopping these two with their one of a kind skill set.,CDBC,6,,BLOK x Chalkly,Comet Drop 2,https://ipfs.tothemoon.net/ipfs/QmRPQyC9d3f7FyQA1CY9cizMP8pAMomors7hdD5u7tcPCz,Male Male,22,22,22,Extraterrestrial,,,,,
Character,Moon,1,Comet,GIN,Moon Duo,What do you get when you mix a chicken who won’t quit and a baby ready to build the most unlikely vision into a reality? This epic team. There’s no stopping these two with their one of a kind skill set.,CDBC,7,,BLOK x Chalkly,Comet Drop 2,https://ipfs.tothemoon.net/ipfs/QmNUZ3HMhrNkW63xpDKxJd3XRVNgsczyF47WXe21mEzQxk,Male Male,22,22,22,Extraterrestrial,,,,,
Character,Moon,1,Comet,GIN,Moon Duo,What do you get when you mix a chicken who won’t quit and a baby ready to build the most unlikely vision into a reality? This epic team. There’s no stopping these two with their one of a kind skill set.,CDBC,8,,BLOK x Chalkly,Comet Drop 2,https://ipfs.tothemoon.net/ipfs/QmcjvCCp6ChwL15fjXGpTLptLGvMkCLApU5zAfizCbqSYE,Male Male,22,22,22,Extraterrestrial,,,,,
Character,Moon,1,Comet,GIN,Moon Duo,What do you get when you mix a chicken who won’t quit and a baby ready to build the most unlikely vision into a reality? This epic team. There’s no stopping these two with their one of a kind skill set.,CDBC,9,,BLOK x Chalkly,Comet Drop 2,https://ipfs.tothemoon.net/ipfs/Qmb6qRPT8Ame6GvhQzh7Av9TZMi8dggrAyyPLRkvstmR2A,Male Male,22,22,22,Extraterrestrial,,,,,
Character,Moon,1,Comet,GIN,Moon Duo,What do you get when you mix a chicken who won’t quit and a baby ready to build the most unlikely vision into a reality? This epic team. There’s no stopping these two with their one of a kind skill set.,CDBC,10,,BLOK x Chalkly,Comet Drop 2,https://ipfs.tothemoon.net/ipfs/QmbVCr8kbJmQTRaX54Zw2wyWMsVtwHtgKzvaQZvStZQWtw,Male Male,22,22,22,Extraterrestrial,,,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Good luck catching up with this duo. With great intelligence and conviction, this octa-baby team is always focused on what’s to come, while keeping strong ties to the present.",CDCO,1,,COMI x Ova,Comet Drop 2,https://ipfs.tothemoon.net/ipfs/QmdYmGz4E8ksfpgT1hYFbL2NttzSu4nD1UrtXhfjchCyWU,Female Female,22,22,22,Extraterrestrial,,,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Good luck catching up with this duo. With great intelligence and conviction, this octa-baby team is always focused on what’s to come, while keeping strong ties to the present.",CDCO,2,,COMI x Ova,Comet Drop 2,https://ipfs.tothemoon.net/ipfs/QmZ1PpVkoJhab3inMEmxcfgzsfD3rVhK7GFK8pLPtWncrg,Female Female,22,22,22,Extraterrestrial,,,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Good luck catching up with this duo. With great intelligence and conviction, this octa-baby team is always focused on what’s to come, while keeping strong ties to the present.",CDCO,3,,COMI x Ova,Comet Drop 2,https://ipfs.tothemoon.net/ipfs/Qmc3iwX81obAx72DA14BEqStUbMaEqkcnUWFLeksZJ9HKu,Female Female,22,22,22,Extraterrestrial,,,,,
Character,Moon,1,Comet,GIN,Moon Duo,"Good luck catching up with this duo. With great intelligence and conviction, this octa-baby team is always focused on what’s to come, while keeping strong ties to the present.",CDCO,4,,COMI x Ova,Comet Drop 2,https://ipfs.tothemoon.net/ipfs/QmchsMUqPFH8ZF2StCDLhXMCAD4ebmPDM5kTipN9vBkMtY,Female Female,22,22,22,Extraterrestrial,,,,,
